original_title,vote_average,vote_count
De feu et de glace,5.6,11.0
Cash McCall,7.5,2.0
La 317ème section,5.7,10.0
Breaking All the Rules,6.0,2.0
Gimme an 'F',4.3,3.0
Welcome to 18,0.0,0.0
Thunder Alley,4.8,2.0
"Guten Tag, Ramón",8.1,18.0
Getting It On,0.0,0.0
Teen Vamp,3.5,2.0
The Princess Academy,7.0,1.0
Night School,5.6,10.0
One Night Only,10.0,1.0
One Dark Night,5.9,21.0
"Sarah, Plain and Tall - Winter's End",4.8,5.0
Ana y los lobos,8.0,4.0
Lemonade Mouth,7.1,184.0
Sex Appeal,3.0,1.0
School Spirit,4.0,4.0
Basic Training,6.5,2.0
Ghost Chase,5.6,4.0
Under the Boardwalk,0.5,2.0
The First Time,5.0,1.0
The Vals,0.0,0.0
Copperhead,5.0,10.0
Borderline,5.5,6.0
The Clown at Midnight,4.9,9.0
Tomorrowland,6.2,2904.0
Dead Girls,2.5,2.0
Sleeping Dogs,5.7,5.0
Crooks and Coronets,10.0,1.0
Saippuaprinssi,0.0,0.0
The Forger,5.4,124.0
Viva la libertà,7.2,42.0
Electricity,5.8,16.0
Ballerina,8.0,3.0
Monsoon Baby,0.0,0.0
Luton,3.8,3.0
Loin des hommes,6.6,43.0
And the Oscar Goes To...,7.1,15.0
Armi elää!,4.7,3.0
No No: A Dockumentary,7.0,16.0
The Naked Ape,5.0,1.0
Hiver rouge,0.0,0.0
Bleu catacombes,0.0,0.0
Bob le magnifique,0.0,0.0
Let It Be Me,8.0,2.0
Pas d'inquiétude,5.5,2.0
Passi di danza su una lama di rasoio,6.3,6.0
Graffiti Wars,6.0,3.0
Weather Girl,5.6,23.0
Dudes,6.2,3.0
Good Kill,5.9,210.0
Premutos - Der gefallene Engel,4.2,9.0
KAMIKAZE TAXI,0.0,0.0
Alex of Venice,5.9,25.0
A House In The Hills,6.0,1.0
Hungry Hearts,6.6,50.0
Say Nothing,9.0,1.0
Faults,6.8,77.0
Welp,5.7,87.0
Swearnet: The Movie,5.1,16.0
15 años y un día,6.4,7.0
The Barber,5.9,41.0
Die Frau mit den 5 Elefanten,6.5,2.0
Good Deeds,6.2,45.0
Auf der Suche nach dem Gedächtnis,5.0,3.0
Anime nere,6.3,38.0
The Harvest,5.9,69.0
PMMP - Tässä elämä on,0.0,0.0
Hu bao long she ying,6.7,9.0
Buzzard,5.8,18.0
Ape,6.3,3.0
Paul Blart: Mall Cop 2,5.0,576.0
The Reconstruction of William Zero,5.1,21.0
Mine,8.5,2.0
Toxin,3.6,6.0
The Elevator: Three Minutes Can Change Your Life,4.8,6.0
El Infierno,7.5,66.0
時をかける少女,5.4,16.0
The Bitter Buddha,8.0,5.0
Adult Beginners,5.3,88.0
The Invisible Men,5.0,1.0
Ved verdens ende,5.4,8.0
Parts Per Billion,4.4,27.0
Alléluia,6.3,24.0
Tizoc,4.8,3.0
"It's Me, Hilary: The Man Who Drew Eloise",6.0,2.0
The Revengers,6.2,5.0
Kalervo Palsa ja kuriton käsi,0.0,0.0
Sylvia,0.0,0.0
"Qhapaq Ñan, La voix des Andes",0.0,0.0
"Exhausted: John C. Holmes, the Real Story",7.0,3.0
Troppo rischio per un uomo solo,0.0,0.0
Le foto proibite di una signora per bene,7.2,9.0
La morte cammina con i tacchi alti,6.7,9.0
La morte accarezza a mezzanotte,6.4,8.0
Badge 373,5.5,2.0
The Last Mile,5.4,5.0
Born Reckless,1.0,1.0
Frankenstein 1970,4.3,7.0
Shield for Murder,7.0,10.0
"September 30, 1955",0.0,0.0
"Number, Please?",7.4,5.0
Amelia Earhart: The Final Flight,0.0,0.0
Andy Hardy's Private Secretary,5.5,2.0
Final Voyage,3.5,4.0
First to Fight,0.0,0.0
Heathens and Thieves,6.0,2.0
King Lear,7.0,1.0
King Lear,8.0,3.0
Man from Del Rio,7.1,4.0
Miranda,5.3,15.0
Muffin Top: A Love Story,4.4,6.0
Mutant Hunt,3.9,5.0
Geboren in Absurdistan,5.6,4.0
Nightmares,5.0,3.0
"Rico, Oskar und die Tieferschatten",6.2,16.0
The Brave Bulls,0.0,0.0
The Duke Is Tops,6.0,1.0
About a Girl,7.3,12.0
The Maltese Bippy,0.0,0.0
Watchers II,4.7,6.0
Szabadgyalog,6.0,2.0
The Outsider,7.0,2.0
L'étrangleur,6.7,6.0
The System,4.1,4.0
Vagabond Lady,0.0,0.0
Without a Trace,5.4,7.0
The Prince & Me: A Royal Honeymoon,4.6,40.0
Muito Além do Peso,8.0,1.0
チェブラーシカ,7.0,1.0
The Return of Count Yorga,5.1,8.0
"Like Father, Like Son",0.0,0.0
Edge of Sanity,5.5,11.0
Seve,8.0,7.0
Respire,7.2,156.0
I Am Soldier,5.1,27.0
The Dead 2: India,5.0,16.0
ローレライ,5.0,4.0
Holiday in the Sun,5.1,35.0
Postmortem,5.5,5.0
The Last Templar,4.9,13.0
Spiders,3.9,39.0
Syncopation,0.0,0.0
Survivor,4.9,41.0
NH10,6.7,26.0
Book of Blood,5.3,59.0
機動警察パトレイバー 2 the Movie,7.4,18.0
Белка и Стрелка: Лунные приключения,4.2,3.0
永遠の0,6.8,14.0
Exaella,5.3,2.0
From Inside,6.5,2.0
Rommel,5.9,10.0
Le Président,6.0,5.0
Outcast,4.5,140.0
Aging Out,0.0,0.0
명량,7.0,62.0
The Domino Principle,5.0,6.0
Zandy's Bride,5.8,6.0
Cisco Pike,4.6,4.0
Riot,6.0,2.0
Banning,0.0,0.0
To Find a Man,5.0,1.0
타짜: 신의 손,7.3,25.0
Vita frun,6.0,2.0
The Lightship,4.0,5.0
The Stone Boy,5.7,3.0
Threshold,6.6,5.0
Géraldine,0.0,0.0
Lauras Stern,5.2,17.0
The Marine 4: Moving Target,5.8,49.0
Babar: King of the Elephants,6.1,7.0
Da Sweet Blood of Jesus,4.1,13.0
The Longest Ride,7.3,1083.0
Man from Reno,6.1,15.0
Five Dances,6.6,20.0
Astral City: A Spiritual Journey,6.7,21.0
Sweet Sugar,3.0,1.0
Table For Five,4.8,3.0
Cannabis,3.5,2.0
Beyond the Reach,5.5,138.0
Nuntius,0.0,0.0
Atari: Game Over,6.7,96.0
Einstein,7.5,2.0
Scherbenpark,5.3,3.0
Mörderische Erpressung,0.0,0.0
Girltrash: All Night Long,6.4,13.0
Lage Raho Munna Bhai,7.6,45.0
Monkey Kingdom,6.4,48.0
Beck 30 - Sjukhusmorden,4.7,3.0
Sword of Vengeance,5.2,29.0
Jersey Shore Shark Attack,6.5,4.0
Ship of Theseus,7.4,14.0
Obsession,6.6,8.0
Antarctica: A Year on Ice,7.2,31.0
The Dog Who Saved Christmas,3.0,5.0
Pystyssä,0.0,0.0
Tallinn pimeduses,5.8,3.0
The Age of Adaline,7.4,2052.0
Gutshot Straight,3.2,17.0
Lambert & Stamp,7.8,4.0
Libertador,6.4,28.0
Lovesick,4.7,34.0
Return to Source: The Philosophy of The Matrix,6.5,5.0
Sinatra: All or Nothing at All,7.1,14.0
The Sheik,7.5,6.0
Danny Collins,6.6,187.0
MP - minä pelkään,0.0,0.0
Confessions of a Sociopathic Social Climber,4.4,17.0
Bad Hurt,5.4,9.0
"Hey, Boo: Harper Lee & To Kill a Mockingbird",0.0,0.0
Halo: Nightfall,5.2,64.0
I'm Not Jesus Mommy,4.7,3.0
Downstream,3.5,10.0
Eugenie,3.7,15.0
Erste Liebe,6.0,2.0
Buscando a Gastón,0.0,0.0
Night Call Nurses,5.0,1.0
The Black Cat,5.7,17.0
La casa nel tempo,7.2,3.0
La dolce casa degli orrori,6.5,2.0
Flicka 2,6.1,20.0
A Girl Like Her,7.2,82.0
Grandma,6.1,143.0
Mea Culpa,6.0,58.0
The Struggle,5.0,4.0
Winning Time: Reggie Miller vs. The New York Knicks,8.2,8.0
Straight Outta LA,4.7,6.0
Silly Little Game,4.3,2.0
Bad Boys,9.5,4.0
Oktober November,7.0,3.0
เปนชู้กับผี,6.8,10.0
Scarfies,5.8,5.0
Comedy Central Roast of Justin Bieber,7.0,52.0
The Butterfly Tattoo,0.0,0.0
50 to 1,5.7,19.0
マルドゥック・スクランブル 圧縮,7.1,23.0
マルドゥック・スクランブル 排気,,
"[{'iso_639_1': 'ja', 'name': '日本語'}]",,
The Even Stevens Movie,5.6,46.0
The Four Year Plan,7.0,2.0
Risttuules,7.5,14.0
Happy Valley,6.2,17.0
GMO OMG,7.4,15.0
A Royal Night Out,6.3,84.0
The Chain Reaction,3.5,5.0
Absolution,6.9,8.0
キサラギ,6.9,8.0
I prosseneti,0.0,0.0
Barbecue,5.8,217.0
Malice@Doll,4.7,3.0
Retratos en un mar de mentiras,7.0,1.0
Dior and I,7.3,50.0
Walking with the Dead,4.2,35.0
Kite,4.2,98.0
Magic Beyond Words: The JK Rowling Story,7.4,42.0
The Hacker Wars,4.9,8.0
Peter Pan Live!,4.8,9.0
Pilot Error,0.0,0.0
Tinker Bell and the Legend of the NeverBeast,7.0,270.0
Tinker Bell and the Pirate Fairy,6.5,286.0
Radiostars,5.6,58.0
Awa buriifu etanitei,0.0,0.0
Le Pari,6.2,68.0
Target Earth,6.4,8.0
An Act of War,5.1,6.0
The Velveteen Rabbit,7.8,9.0
Honig im Kopf,7.5,118.0
Pokémon: Mewtwo Returns,6.1,73.0
Mother's Day,6.3,126.0
Su excelencia,6.5,1.0
Batman Unlimited: Animal Instincts,5.5,54.0
One More Time,5.9,16.0
Man Up,6.5,395.0
Devil's Bible,4.5,2.0
Чучело,7.0,8.0
21 Years: Richard Linklater,6.3,8.0
All I Want for Christmas,5.8,8.0
"Bomba, the Jungle Boy",5.0,1.0
Crossplot,5.3,6.0
Driving Me Crazy,4.4,4.0
Driving Me Crazy,5.0,1.0
Ever Since Eve,3.6,4.0
Falling From Grace,5.3,3.0
5 Steps to Danger,5.8,4.0
Kidnapped,6.0,1.0
Life Support,3.5,2.0
Superstition,6.9,23.0
Ten Thousand Bedrooms,5.5,2.0
El valle de las espadas,0.0,0.0
The Ceremony,4.8,2.0
The Culling,4.0,20.0
The Hunt for Eagle One,4.7,6.0
The Hunt for Eagle One: Crash Point,7.0,3.0
The Naked Street,6.0,3.0
The Vagrant,7.0,16.0
The Wild Party,7.0,2.0
The Wild Party,4.0,1.0
Two on a Guillotine,5.7,11.0
Mimì metallurgico ferito nell'onore,6.5,13.0
Tutto a posto e niente in ordine,0.0,1.0
La fine del mondo nel nostro solito letto in una notte piena di pioggia,5.0,2.0
Fatto di sangue fra due uomini per causa di una vedova. Si sospettano moventi politici,0.0,0.0
"Notte d'estate con profilo greco, occhi a mandorla e odore di basilico",7.0,3.0
Vanishing Pearls: The Oystermen of Pointe à la Hache,0.0,0.0
The Daring Dobermans,6.0,4.0
Funeral Kings,5.9,12.0
The Least of These,8.0,1.0
The Great Invisible,5.6,5.0
Sweet Home,4.7,34.0
San Andreas,6.0,3017.0
Regression,5.3,600.0
Welcome to Me,5.7,140.0
Escape by Night,6.0,3.0
Gang Bullets,0.0,0.0
La Ragazza Dalla Pelle Di Luna,0.0,0.0
Due marines e un generale,4.3,4.0
"Svezia, inferno e paradiso",8.3,3.0
The Chase,6.0,12.0
Il corpo,6.0,1.0
Shoot to Kill,4.0,4.0
"Il signor Robinson, mostruosa storia d'amore e d'avventure",6.1,13.0
Woman on the Run,6.8,22.0
Amore libero - Free Love,4.0,1.0
Port of New York,4.4,9.0
Gang Busters,4.8,3.0
I Paladini. Storia d'armi e d'amori,5.3,3.0
Gangster Story,5.0,5.0
Róża,7.2,12.0
Den umulige time,0.0,0.0
Stjernerne og Vandbærerne,0.0,0.0
Testament of Youth,7.2,259.0
Comedy Central Roast of James Franco,7.3,35.0
Cenizas del Paraiso,6.3,6.0
Pelota,0.0,0.0
La ragazza del vagone letto,4.5,2.0
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,0.0,0.0
Girl Rising,7.1,17.0
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",7.0,3.0
The Man with the Iron Fists 2,4.6,63.0
Goodbye Emmanuelle,4.5,10.0
Emmanuelle 4,5.0,12.0
Emmanuelle 5,4.7,3.0
Emmanuelle 6,4.3,8.0
Emanuelle nera,4.2,11.0
Emanuelle nera: Orient reportage,4.4,7.0
Emanuelle in America,4.2,13.0
Emanuelle e gli ultimi cannibali,4.8,14.0
Emanuelle - Perché violenza alle donne?,5.9,8.0
Violenza in un carcere femminile,4.0,7.0
Provincia violenta,4.0,2.0
Poliziotti violenti,0.0,0.0
Captive Wild Woman,4.8,2.0
Night Monster,5.8,6.0
Valeria dentro e fuori,0.0,0.0
डोली सजा के रखना,6.0,2.0
Vaastav: The Reality,7.6,8.0
Sarfarosh,7.2,21.0
Awake: The Life of Yogananda,6.7,8.0
The Kill Team,7.4,8.0
Far from the Madding Crowd,6.8,346.0
Appropriate Behavior,5.8,28.0
De jueves a domingo,7.0,5.0
L,4.2,5.0
Magical Girl,7.6,47.0
Garrison Keillor: The Man on the Radio in the Red Shoes,10.0,1.0
The House of Magic,6.3,125.0
회사원,6.6,52.0
Crowsnest,4.8,12.0
Kill 'em All,5.3,12.0
Frontera,6.2,54.0
우는 남자,6.7,64.0
L'Amour Est un Crime Parfait,5.1,27.0
Dear Lemon Lima,5.8,8.0
Wrong Turn 6: Last Resort,4.6,171.0
Kriminal,6.0,1.0
Le spie amano i fiori,5.5,1.0
"A 008, operazione Sterminio",0.0,0.0
"Sandok, il Maciste della giungla",0.0,0.0
Zorro contro Maciste,0.0,0.0
Caterina di Russia,4.0,2.0
Demoni 3,3.7,3.0
Paura nel buio,5.0,2.0
La casa 3,4.5,22.0
La guerra del ferro - Ironmaster,3.8,7.0
La Banda Del Gobbo,6.9,9.0
Il grande attacco,4.5,2.0
"Il cinico, l'infame, il violento",7.0,7.0
Il trucido e lo sbirro,7.7,3.0
Napoli violenta,7.4,9.0
Roma a mano armata,7.3,9.0
Il giustiziere sfida la città,5.8,6.0
L'uomo della strada fa giustizia,6.0,1.0
Milano Rovente,5.3,4.0
Il coltello di ghiaccio,5.9,7.0
Il paese del sesso selvaggio,5.7,17.0
Sette orchidee macchiate di rosso,6.3,10.0
Un posto ideale per uccidere,5.6,8.0
A Quiet Place to Kill,5.7,3.0
Orgasmo,6.2,6.0
Una pistola per cento bare,5.8,4.0
Giunse Ringo e... fu tempo di massacro,0.0,0.0
Vamos a matar Sartana,0.0,0.0
Due Magnum .38 per una città di carogne,0.0,0.0
We Could Be King,5.8,6.0
Canopy,4.4,7.0
Raised by Wolves,3.0,3.0
Rites of Spring,4.1,19.0
Barbie as The Princess & the Pauper,6.9,193.0
Barbie: Fairytopia,5.7,115.0
Barbie of Swan Lake,6.6,191.0
Barbie in Princess Power,5.5,25.0
Barbie Diaries,5.5,83.0
Barbie: Princess Charm School,6.4,97.0
Barbie and the Secret Door,6.0,36.0
Barbie: A Fairy Secret,5.4,65.0
Barbie in the 12 Dancing Princesses,6.9,135.0
Barbie: The Princess & The Popstar,6.0,57.0
Barbie and the Diamond Castle,6.6,83.0
Barbie in A Mermaid Tale,6.2,89.0
Barbie as the Island Princess,6.3,96.0
Barbie in A Mermaid Tale 2,6.0,49.0
Barbie and the Three Musketeers,6.2,81.0
Barbie in the Pink Shoes,5.3,51.0
Barbie in 'A Christmas Carol',6.5,71.0
Barbie: The Pearl Princess,6.0,43.0
Barbie: Mariposa and The Fairy Princess,6.3,43.0
Barbie Presents: Thumbelina,5.5,68.0
Barbie Fairytopia: Magic of the Rainbow,6.2,53.0
Barbie Fairytopia: Mermaidia,6.2,95.0
Barbie as Rapunzel,6.4,182.0
Barbie and the Magic of Pegasus 3-D,6.2,100.0
Barbie & Her Sisters in A Pony Tale,6.2,24.0
Barbie Mariposa and Her Butterfly Fairy Friends,5.6,67.0
Barbie and the Rockers: Out Of This World,3.6,5.0
Der var engang,6.0,3.0
Nøglen til paradis,5.8,4.0
Sommer i Tyrol,7.1,4.0
La Famille Bélier,7.0,789.0
Green Sails,0.0,0.0
Hitman: Agent 47,5.5,1183.0
How Sherlock Changed the World,0.0,0.0
Working Girls,3.7,3.0
Doug Stanhope: Before Turning the Gun on Himself,8.0,2.0
Doug Stanhope: Oslo - Burning the Bridge to Nowhere,6.1,6.0
Doug Stanhope: Beer Hall Putsch,8.4,5.0
Chelsea Peretti: One of the Greats,6.7,36.0
Listening to You: The Who Live at the Isle of Wight,4.8,2.0
The Comedians of Comedy: Live at The Troubadour,6.6,7.0
Ч/Б,5.2,6.0
Tinker Bell and the Great Fairy Rescue,6.3,225.0
The Man Who Skied Down Everest,5.0,3.0
One Eyed Girl,5.0,11.0
Island of Lemurs: Madagascar,4.3,8.0
Billy the Kid,0.0,1.0
Court,6.6,10.0
The Secret Lives of Dorks,4.8,9.0
Run & Jump,6.7,13.0
A Fighting Man,5.2,16.0
Dom över död man,5.3,5.0
When Comedy Went to School,6.5,1.0
Jimmy P.,6.0,30.0
Call + Response,8.0,1.0
Spijt!,7.6,37.0
Yasmin,7.5,2.0
Bluebird,6.3,10.0
Charlie Bubbles,6.7,3.0
One Little Pill,9.0,1.0
Bukowski: The Last Straw,2.0,1.0
The Dead Lands,6.1,38.0
Two Raging Grannies,6.0,1.0
Ricki and the Flash,5.6,273.0
Lignes de Front,5.5,1.0
Back Issues: The Hustler Magazine Story,7.5,4.0
Kissinger,7.0,1.0
100 Degrees Below Zero,3.6,23.0
Pump!,7.8,5.0
Variety,5.0,4.0
Cocaine Cowboys: Reloaded,7.3,9.0
Genius on Hold,6.7,3.0
Tar Creek,9.0,1.0
The Water Front,0.0,0.0
Jedi Junkies,6.3,3.0
Breeders,4.1,7.0
Time Zero: The Last Year of Polaroid Film,7.3,2.0
贊先生與找錢華,7.6,7.0
The 'Socalled' Movie,5.0,1.0
Hank: 5 Years from the Brink,0.0,0.0
We’re Not Broke,6.0,2.0
Sushi: The Global Catch,5.5,6.0
Resistance,7.2,5.0
Exile Nation: The Plastic People,8.0,1.0
The Fruit Hunters,7.1,5.0
Ethos,7.1,4.0
Linda and Abilene,3.5,6.0
Radio Unnameable,8.5,2.0
Germ,3.3,11.0
DamNation,6.7,3.0
Lifted,6.9,13.0
Πίσω πόρτα,7.5,4.0
1915,6.0,1.0
The Workshop,4.4,4.0
The Mad Monster,2.5,8.0
Ride,6.0,55.0
The Eichmann Show,6.3,61.0
Die Gebrüder Skladanowsky,5.1,5.0
Lightning Over Water,5.5,2.0
Aufzeichnungen zu Kleidern und Städten,6.5,2.0
The Seven Five,7.8,26.0
Золотой теленок,7.6,9.0
Partisan,6.2,39.0
LFO,6.9,8.0
まごころ,5.0,1.0
Christopher and His Kind,6.7,26.0
Afyon oppio,0.0,0.0
Ja saapuu oikea yö,6.5,1.0
Infini,5.1,157.0
Off World,4.5,13.0
Harry Dean Stanton: Partly Fiction,6.7,14.0
Musarañas,6.6,100.0
Shuffle,6.4,14.0
Ventos de Agosto,6.0,3.0
Piku,6.8,44.0
Babysitter's Black Book,5.9,31.0
"Tommy Cooper: Not Like That, Like This",7.6,4.0
Macondo,5.0,1.0
Down and Dangerous,4.3,9.0
German Angst,5.9,11.0
Black Angel,7.1,7.0
Dirty Business,0.0,0.0
Barnum!,7.0,1.0
High Road,5.8,22.0
Alexia,5.3,4.0
Luokkakokous,6.9,8.0
Pitch Perfect 2,6.8,1997.0
The Gospel According to Philip K. Dick,2.5,2.0
Le viager,6.9,13.0
Get Mean,4.0,2.0
Razredni sovražnik,6.6,16.0
Farmland,0.0,0.0
Tricked: The Documentary,6.2,15.0
Mutant World,2.6,9.0
Orazi e Curiazi,0.0,0.0
Little Rita nel West,5.0,1.0
Preparati la bara!,6.0,22.0
Il pistolero dell'Ave Maria,5.4,8.0
Missione finale,5.5,2.0
The Prince and the Pauper,5.3,3.0
Giochi erotici nella terza galassia,3.0,3.0
Crash! Che botte... strippo strappo stroppio,0.0,0.0
L'uomo più velenoso del cobra,0.0,0.0
Che fanno i nostri supermen tra le vergini della giungla?,0.0,0.0
I guappi non si toccano,0.0,0.0
Otpusk v Sentyabre,5.7,5.0
Wszystko na sprzedaż,5.8,7.0
เอคโค่ จิ๋วก้องโลก,5.7,6.0
Love Hotel,7.0,1.0
How to Commit Marriage,0.0,0.0
The Trap,7.3,4.0
That Certain Feeling,6.3,2.0
Un hombre llamado Noon,5.0,1.0
Innocent Bystanders,7.0,2.0
The Long Day's Dying,7.3,4.0
Un Buda,7.3,4.0
Two Hundred Thousand Dirty,0.0,0.0
Manos sucias,7.0,5.0
Just Before I Go,6.3,122.0
El bosque de Karadima,6.4,5.0
"Skatetown, U.S.A.",6.5,2.0
Winter People,5.8,5.0
Joshua Then and Now,5.0,2.0
Split Image,6.7,3.0
Two Gentlemen Sharing,4.0,1.0
Tiara Tahiti,6.0,2.0
Macbeth,3.9,11.0
Metal Skin,3.0,1.0
Spettri,4.8,3.0
Der Schatz,0.0,0.0
Do Detectives Think?,6.0,1.0
You're Darn Tootin',5.5,5.0
중독,5.8,6.0
Pelo malo,6.9,17.0
Bessie,6.1,33.0
Das kleine Chaos,5.8,6.0
Djöflaeyjan,5.0,1.0
Här har du ditt liv,6.7,6.0
Iverson,7.2,30.0
Milosc,5.0,1.0
The Murder Man,6.5,1.0
Nightingale,6.1,18.0
Rembrandt,5.8,3.0
Der Stadtstreicher,5.4,5.0
The Accused,5.1,4.0
The Coward,4.5,2.0
The Good Lie,4.0,1.0
The Iron Sheriff,5.0,1.0
The Life of Vergie Winters,6.5,2.0
The Lion Hunters,0.0,0.0
Tunisian Victory,0.0,0.0
The Stone Roses: Made of Stone,5.9,15.0
Carol,7.3,1014.0
Thought Crimes,6.6,14.0
Three Inches,4.0,4.0
El Medico: The Cubaton Story,5.0,2.0
Roald Dahl's Esio Trot,7.0,42.0
"Montevideo, Bog te video!",8.1,19.0
Pédale douce,5.5,28.0
Angels Die Hard,0.0,0.0
Dear America: Letters Home from Vietnam,6.8,4.0
Code Black,5.6,8.0
The King of Arcades,5.4,7.0
Anonymous Rex,4.4,8.0
"Usain Bolt, La Légende",6.2,5.0
The American Scream,7.1,8.0
Pound of Flesh,5.4,64.0
Stripped,7.0,6.0
Lucia de B.,6.6,30.0
Ankhon Dekhi,4.6,11.0
Gulaal,6.7,16.0
Black Friday,7.5,16.0
Anthrax,0.0,0.0
영화는 영화다,6.7,23.0
The Buttercream Gang,5.8,4.0
露水紅顏,0.0,0.0
Strangerland,5.1,90.0
Служебный роман,8.1,47.0
The Backwater Gospel,7.9,8.0
Самогонщики,7.6,20.0
Гарпастум,1.0,2.0
On ne choisit pas sa famille,5.8,48.0
Persecuted,5.2,10.0
The Dorm,4.7,9.0
Susie's Hope,0.0,0.0
Sleepaway Camp III: Teenage Wasteland,5.2,42.0
After,5.6,63.0
Las manos,5.0,1.0
Betty Blowtorch: And Her Amazing True Life Adventures,0.0,0.0
Design Is One,6.2,3.0
Мне двадцать лет,6.4,5.0
Холодное лето пятьдесят третьего,6.5,9.0
Кококо,2.5,3.0
The Ransom of Red Chief,4.0,4.0
Monsters: Dark Continent,4.2,104.0
Reminiscence,3.8,7.0
Teacher of the Year,5.7,20.0
The Happening,6.5,3.0
Eyeborgs,4.9,26.0
The Mountain Road,7.0,1.0
Away and Back,5.4,18.0
Andaz Apna Apna,7.6,51.0
Hera Pheri,6.4,39.0
The Lobster,6.7,1340.0
Beautiful & Twisted,5.6,32.0
"Abar, the First Black Superman",4.5,1.0
Am Ende ein Fest,6.0,16.0
Güeros,7.7,36.0
Maggie,5.2,604.0
"Ilsa, the Tigress of Siberia",4.1,18.0
女集中营,4.8,4.0
La vittima designata,4.8,3.0
Thunderstruck,7.0,1.0
Hot Pursuit,5.4,659.0
Permissive,5.0,1.0
Slow West,6.6,371.0
Offline,6.3,3.0
Scintilla,4.7,21.0
Meet the Mormons,5.8,4.0
The Mad,5.8,19.0
Malarek,0.0,0.0
The Mars Underground,7.1,5.0
Martial Law,5.7,8.0
Me and the Kid,0.0,0.0
Midgets Vs. Mascots,5.5,4.0
The Midnight Hour,5.7,11.0
The Human Centipede 3 (Final Sequence),3.7,159.0
Mikey,5.2,11.0
Mistrial,5.5,1.0
Model by Day,4.5,1.0
The Green Inferno,5.0,359.0
Just About Famous,6.0,2.0
Alien Origin,1.6,9.0
The Bear,6.0,1.0
Lolly-Madonna XXX,7.0,1.0
Rita da Cascia,7.0,1.0
In the Shadow of the Sun,5.0,1.0
Chappaqua,8.0,2.0
Deli Man,6.9,6.0
Sparkle,5.4,4.0
فرش وغطا,5.4,4.0
Southern Rites,7.0,2.0
Barely Lethal,5.5,352.0
Spooks: The Greater Good,5.9,203.0
Woman Times Seven,5.5,4.0
Vehkleja,7.3,16.0
Gianni e le donne,5.6,18.0
Hurricane,3.5,2.0
Don't Lose Your Head,7.0,17.0
Indul a bakterház,7.5,7.0
Suzanne,6.9,40.0
"The Other One: The Long, Strange Trip of Bob Weir",7.1,7.0
Ballet 422,6.3,18.0
Oz,5.0,2.0
J.A.C.E.,5.5,3.0
ブレイブ ストーリー,6.6,23.0
Restless Virgins,6.2,10.0
Il giovane favoloso,6.6,167.0
A Fish in the Bathtub,6.0,1.0
Bulldog Drummond's Peril,5.9,4.0
Bulldog Drummond's Bride,6.0,2.0
Bulldog Drummond at Bay,6.5,2.0
Bulldog Drummond's Secret Police,6.0,2.0
Bulldog Drummond in Africa,4.8,3.0
Bulldog Drummond Comes Back,6.8,2.0
Bulldog Drummond's Revenge,5.8,2.0
Deadlier Than the Male,6.3,8.0
Some Girls Do,6.9,4.0
2047 - Sights of Death,2.4,18.0
Mankillers,5.5,4.0
Deep Web,6.8,85.0
Fugly,5.3,2.0
銀座化粧,4.0,1.0
"On Any Sunday, The Next Chapter",7.3,4.0
Piccadilly Jim,6.5,2.0
Pony Express,4.1,10.0
"Schöner Gigolo, armer Gigolo",3.0,4.0
The Survivor,5.4,8.0
Dark Horse,6.0,1.0
Shakedown,3.0,2.0
Shakedown,4.5,4.0
Success At Any Price,0.0,0.0
Seventeen Again,5.1,9.0
Sweet Sixteen,5.3,14.0
The Disappearance of Garcia Lorca,6.5,4.0
The Dramatics: A Comedy,5.3,6.0
Up the Creek,6.0,1.0
What Love Is,5.0,6.0
Tsuma,0.0,0.0
You Can't Run Away from It,5.0,1.0
Девушка с коробкой,7.6,5.0
Static,5.5,39.0
The Flapper,6.5,2.0
何以笙箫默,9.0,2.0
大闹天宫,7.9,9.0
5 to 7,6.9,96.0
Seymour: An Introduction,6.4,9.0
Open Secret,0.0,0.0
Puffball,3.1,5.0
Terrore Sull'Everest,4.4,13.0
Parole de flic,5.9,4.0
Fear in the Night,4.1,4.0
Военно-полевой роман,5.5,4.0
Афоня,6.9,16.0
Beg,5.3,5.0
Белорусский вокзал,7.1,7.0
"Due cuori, una cappella",6.0,3.0
Si può fare… amigo,5.3,12.0
La più grande rapina del west,0.0,0.0
Starship: Rising,2.5,14.0
В огне брода нет,4.8,5.0
Dozhivyom do Ponedelnika,7.3,4.0
Дядя Ваня,8.3,3.0
Калина Красная,6.5,10.0
Начало,5.4,7.0
Монолог,6.3,4.0
Ya Shagayu po Moskve,7.0,12.0
Не горюй!,5.4,9.0
Несколько дней из жизни И.И. Обломова,4.3,6.0
Обыкновенный фашизм,7.1,7.0
Рассказы,6.1,15.0
Моя любовь,6.6,8.0
Jardins en automne,5.9,6.0
Корова,6.8,6.0
Voditel dlya Very,6.2,11.0
Blackbird,4.0,1.0
Плюс один,4.0,6.0
Прогулка,6.4,9.0
День радио,8.3,18.0
Дура,4.3,3.0
Kung Fu Rascals,0.0,0.0
Waiting for Godot,7.8,8.0
San Andreas Quake,3.5,77.0
"Unman, Wittering and Zigo",6.8,5.0
Voyage to the Planet of Prehistoric Women,2.8,14.0
La figlia di Frankenstein,4.0,11.0
The Lookalike,5.1,23.0
